,min_salary,max_salary,med_salary,range_salary,company_name,rating,location,headquarters,python,tensorflow,pytorch,mlops,ci_cd,data_cleaning,tableau,power_bi,big_data
267,91,150,120,59,Itlize Global,4.6,"Piscataway, NJ","Piscataway, NJ",1,0,0,0,0,1,0,0,1
268,91,150,120,59,eBay,3.5,"San Jose, CA","San Jose, CA",1,0,0,0,0,0,1,0,1
269,91,150,120,59,Paige,5.0,"New York, NY","New York, NY",1,0,0,0,0,0,0,0,0
270,91,150,120,59,Shape Security,4.1,"Santa Clara, CA","Mountain View, CA",1,0,0,0,0,0,0,0,1
271,91,150,120,59,ABIOMED,4.1,"Danvers, MA","Danvers, MA",1,1,0,0,0,0,1,1,0
272,91,150,120,59,Comcast,3.5,"New York, NY","Philadelphia, PA",1,0,0,0,0,0,1,0,0
273,91,150,120,59,"Metronome, LLC",3.2,"Vienna, VA","Fairfax, VA",1,0,0,0,0,0,0,0,1
274,91,150,120,59,SkillSoniq,5.0,"San Francisco, CA","Jersey City, NJ",1,0,0,0,0,1,0,0,0
275,91,150,120,59,Lawrence Livermore National Lab,4.7,"Livermore, CA","Livermore, CA",1,0,0,0,0,0,0,0,1
276,91,150,120,59,FHLBank Pittsburgh,3.8,"Pittsburgh, PA","Pittsburgh, PA",0,0,0,0,0,0,1,0,0
277,91,150,120,59,Jacobs,3.6,"Herndon, VA","Dallas, TX",1,1,0,0,0,0,1,0,0
278,91,150,120,59,Klaviyo,4.8,"Boston, MA","Boston, MA",0,0,0,0,0,0,0,0,0
279,91,150,120,59,Underwriters Laboratories,3.3,"Northbrook, IL","Northbrook, IL",0,0,0,0,0,0,0,0,0
280,91,150,120,59,Altus Group,3.7,"Irvine, CA","Toronto, Canada",1,0,0,0,0,0,1,0,0
281,91,150,120,59,Jobot,5.0,"Irvine, CA","Irvine, CA",1,0,0,0,0,0,1,1,0
282,91,150,120,59,Trovetechs Inc,0.0,"San Francisco, CA","Hillsborough, NJ",0,1,0,0,0,0,0,0,0
283,141,225,183,84,Edmunds.com,3.4,"Santa Monica, CA","Santa Monica, CA",1,0,0,0,0,0,1,0,0
284,141,225,183,84,Cohere Health,5.0,"Boston, MA","Boston, MA",1,0,0,0,0,0,0,0,0
285,141,225,183,84,Trovetechs Inc,0.0,"San Francisco, CA","Hillsborough, NJ",0,1,0,0,0,0,0,0,0
286,141,225,183,84,AstraZeneca,4.0,"New York, NY","Cambridge, United Kingdom",1,0,0,0,0,0,0,0,0
287,141,225,183,84,Oshkosh Corporation,4.2,"Oshkosh, WI","Oshkosh, WI",1,0,0,0,0,0,0,0,1
288,141,225,183,84,Joby Aviation,4.3,"San Carlos, CA","Santa Cruz, CA",1,0,0,0,0,0,0,0,1
289,141,225,183,84,Mackin,3.4,"Menlo Park, CA","Pittsburgh, PA",1,0,0,0,0,0,0,0,0
290,141,225,183,84,PETADATA,0.0,"San Francisco, CA","Fremont, CA",1,0,0,0,0,0,1,1,0
291,141,225,183,84,VBeyond Corporation,4.4,"Dallas, TX","Hillsborough, NJ",1,0,0,0,0,0,0,0,0
292,141,225,183,84,Leidos,3.5,"Arlington, VA","Reston, VA",1,1,1,0,0,0,0,0,0
293,141,225,183,84,Take-Two,3.7,"San Francisco, CA","New York, NY",1,1,1,0,0,0,1,0,0
294,141,225,183,84,Colony Brands,3.7,"Monroe, WI","Monroe, WI",1,0,0,0,0,0,0,0,0
295,141,225,183,84,Capio Group,4.1,"Sacramento, CA","Goteborg, Sweden",1,0,0,0,0,0,0,0,0
296,141,225,183,84,SleePare,3.4,"New York, NY","New York, NY",1,0,0,0,0,0,0,0,0
297,141,225,183,84,ShorePoint,4.5,"Reston, VA","Washington, DC",0,0,0,0,0,0,1,1,0
298,141,225,183,84,Dolphin,3.5,"New York, NY","Lake Buena Vista, FL",1,1,1,0,0,0,0,0,0
299,141,225,183,84,TE Connectivity,3.6,"Hampton, VA","Schaffhausen, Switzerland",0,0,0,0,0,0,0,0,0
300,141,225,183,84,State of Virginia,3.2,"Richmond, VA","Richmond, VA",1,0,0,0,0,0,0,0,1
301,141,225,183,84,TA Digital,3.7,"New York, NY","Newark, CA",1,0,0,0,0,0,0,0,1
302,141,225,183,84,Market America Inc,4.0,"Monterey, CA","Greensboro, NC",1,0,0,0,0,0,0,0,0
303,145,225,185,80,Triplebyte,3.2,"Chicago, IL","San Francisco, CA",0,0,0,0,0,0,0,0,0
304,145,225,185,80,Kingfisher Systems,4.5,"McLean, VA","Falls Church, VA",1,0,0,0,0,0,1,0,0
305,145,225,185,80,TrueAccord,3.4,Remote,"San Francisco, CA",1,0,0,0,0,0,0,0,0
306,145,225,185,80,ALTA IT Services,3.9,"Woodlawn, MD","Rockville, MD",1,1,1,0,0,0,1,0,0
307,145,225,185,80,Kollasoft Inc.,3.2,United States,"Scottsdale, AZ",1,0,0,0,0,0,0,0,0
308,145,225,185,80,Kollasoft Inc.,5.0,"New York, NY","Irving, TX",1,0,0,0,0,0,0,0,0
309,145,225,185,80,ASRC Federal Holding Company,3.4,"Reston, VA","Beltsville, MD",0,0,0,0,0,0,0,0,0
310,145,225,185,80,Adwait Algorithm,4.4,"New York, NY","Houston, TX",1,1,1,0,0,0,0,0,1
311,145,225,185,80,Cook Children's Health Care System,3.8,"Fort Worth, TX","Fort Worth, TX",0,0,0,0,0,0,0,0,0
312,145,225,185,80,Rubius Therapeutics,3.8,"Smithfield, RI","Cambridge, MA",0,0,0,0,0,0,0,0,0
313,145,225,185,80,Cambridge FX,3.5,"Atlanta, GA","Toronto, Canada",1,0,0,0,0,0,1,0,0
314,145,225,185,80,Metromile,3.8,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
315,145,225,185,80,Criteo,3.9,"Ann Arbor, MI","Paris, France",1,1,0,0,0,0,0,0,1
316,145,225,185,80,Advance Sourcing Concepts,3.4,"Pittsburgh, PA","Pittsburgh, PA",1,0,0,0,0,0,0,0,0
317,145,225,185,80,Enterprise Solutions Inc,3.8,"New York, NY","Naperville, IL",1,0,0,0,0,0,1,0,0
318,145,225,185,80,GreatAmerica Financial Services,4.6,"Cedar Rapids, IA","Cedar Rapids, IA",0,0,0,0,0,0,1,0,0
319,145,225,185,80,Microagility,0.0,"New York, NY","Princeton, NJ",0,0,0,0,0,0,0,0,0
320,145,225,185,80,"Conch Technologies, Inc",4.6,"Concord, CA","Memphis, TN",0,0,0,0,0,0,0,0,0
321,145,225,185,80,GSK,3.9,"Richmond, VA","Brentford, United Kingdom",0,0,0,0,0,0,0,0,0
322,145,225,185,80,"Rainmaker Resources, LLC",0.0,"Cincinnati, OH","Cincinnati, OH",0,0,0,0,0,0,0,0,1
323,79,147,113,68,GovTech,3.7,"San Francisco, CA","Singapore, Singapore",1,0,0,0,0,1,1,0,0
324,79,147,113,68,Intellectual Ventures,3.3,"Bellevue, WA","Bellevue, WA",1,0,0,0,0,0,0,0,0
325,79,147,113,68,Rocket Lawyer,4.4,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,1
326,79,147,113,68,22nd Century Technologies,3.7,"Oakland, CA","Somerset, NJ",0,0,0,0,0,0,0,0,1
327,79,147,113,68,Huxley,3.3,"San Francisco, CA","London, United Kingdom",1,0,0,0,0,0,0,0,0
328,79,147,113,68,FM Systems,3.4,"Boston, MA","Raleigh, NC",1,0,0,0,0,0,0,0,1
329,79,147,113,68,B4Corp,0.0,"Reston, VA","Leesburg, VA",1,0,0,0,0,0,0,0,0
330,79,147,113,68,Mteq,3.7,"Fort Belvoir, VA","Lorton, VA",1,0,0,0,0,0,0,0,0
331,79,147,113,68,Blue Cross and Blue Shield of North Carolina,3.7,"Durham, NC","Durham, NC",1,0,0,0,0,0,0,0,1
332,79,147,113,68,Jane Street,4.8,"New York, NY","New York, NY",0,1,1,0,0,0,0,0,0
333,79,147,113,68,SSATI,5.0,"McLean, VA","Annapolis Junction, MD",1,0,0,0,0,0,0,0,0
334,79,147,113,68,Novartis,3.9,"Cambridge, MA","Basel, Switzerland",0,0,0,0,0,0,0,0,0
335,79,147,113,68,Solving IT International Inc,3.4,"Chicago, IL","Chicago, IL",0,0,0,0,0,0,0,0,0
336,79,147,113,68,The Davey Tree Expert Company,3.3,"Kent, OH","Kent, OH",1,0,0,0,0,0,0,0,0
337,79,147,113,68,Centauri,4.6,"Reston, VA","Chantilly, VA",0,0,0,0,0,0,0,0,0
338,79,147,113,68,Stride Search,0.0,"San Francisco, CA","Westlake Village, CA",1,0,0,0,0,0,0,0,0
339,79,147,113,68,Software Engineering Institute,2.6,"Pittsburgh, PA","Pittsburgh, PA",1,1,1,0,0,0,0,0,0
340,79,147,113,68,Dermalogica,3.8,"Carson, CA","Carson, CA",1,0,0,0,0,0,1,0,0
341,79,147,113,68,TechProjects,4.8,"New York, NY","North Brunswick, NJ",1,0,0,0,0,1,1,0,0
342,79,147,113,68,7Park Data,3.9,"New York, NY","New York, NY",1,0,0,0,0,1,0,0,0
343,122,146,134,24,Netskope,4.0,"Santa Clara, CA","Santa Clara, CA",1,1,0,0,0,0,0,0,1
344,122,146,134,24,Eversight,4.2,"Palo Alto, CA","Palo Alto, CA",1,0,0,0,0,0,0,0,0
345,122,146,134,24,Protolabs,3.7,"Maple Plain, MN","Maple Plain, MN",0,0,0,0,0,0,0,0,0
346,122,146,134,24,Ameritas Life Insurance Corp,3.0,"Cincinnati, OH","Lincoln, NE",0,0,0,0,0,0,0,0,0
347,122,146,134,24,Western Digital,3.5,"San Jose, CA","San Jose, CA",1,0,0,0,0,0,0,0,0
348,122,146,134,24,"Shimento, Inc.",2.9,"Santa Clara, CA","Benicia, CA",1,1,1,0,0,0,0,0,1
349,122,146,134,24,Averity,5.0,"New York, NY","New York, NY",0,0,0,0,0,0,0,0,0
350,122,146,134,24,Praxis Engineering,4.7,"Chantilly, VA","Annapolis Junction, MD",0,0,0,0,0,0,0,0,1
351,122,146,134,24,Point72 Ventures,0.0,"Palo Alto, CA","Palo Alto, CA",0,0,0,0,0,0,0,0,0
352,122,146,134,24,Johns Hopkins University Applied Physics Laboratory,4.5,"Laurel, MD","Laurel, MD",0,0,0,0,0,0,0,0,0
353,122,146,134,24,Cambridge Mobile Telematics,4.9,"Cambridge, MA","Cambridge, MA",1,0,0,0,0,0,0,0,0
354,122,146,134,24,Blend360,4.6,"Columbia, MD","Columbia, MD",1,0,0,0,0,0,0,0,0
355,122,146,134,24,Phoenix Operations Group,5.0,"Annapolis Junction, MD","Woodbine, MD",1,0,0,0,0,0,0,0,1
356,122,146,134,24,Nolij Consulting,3.9,"Falls Church, VA","Vienna, VA",1,0,0,0,0,0,1,0,0
357,122,146,134,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
358,122,146,134,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
359,122,146,134,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
360,122,146,134,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
361,122,146,134,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
362,122,146,134,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
363,122,146,134,24,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",1,0,0,0,0,0,0,0,1
364,112,116,114,4,Quick Base,4.3,"Cambridge, MA","Cambridge, MA",1,0,0,0,0,0,1,1,0
365,112,116,114,4,Takeda,3.7,"Cambridge, MA","OSAKA, Japan",1,1,0,0,0,0,0,0,0
366,112,116,114,4,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",1,0,0,0,0,0,1,0,0
367,112,116,114,4,Southwest Research Institute,3.9,"Oklahoma City, OK","San Antonio, TX",1,0,0,0,0,0,0,0,0
368,112,116,114,4,Compass Consulting Group,4.7,"Thousand Oaks, CA","Danville, CA",1,0,0,0,0,0,0,0,0
369,112,116,114,4,Klaviyo,4.8,"Boston, MA","Boston, MA",1,0,0,0,0,0,0,0,0
370,112,116,114,4,AstraZeneca,4.0,"Gaithersburg, MD","Cambridge, United Kingdom",1,0,0,0,1,0,0,0,0
371,112,116,114,4,"SolutionIT, Inc.",4.4,"Edison, NJ","Wilmington, MA",0,0,0,0,0,0,0,0,0
372,112,116,114,4,Perspecta,3.2,"Adelphi, MD","Chantilly, VA",1,0,0,0,0,0,0,0,1
373,112,116,114,4,Smith Hanley Associates,4.5,"Washington, DC","New York, 061",1,0,0,0,0,0,0,0,0
374,112,116,114,4,Allen Institute,3.5,"Seattle, WA","Seattle, WA",0,0,0,0,0,0,0,0,0
375,112,116,114,4,Eliassen Group,4.4,"Plano, TX","Reading, MA",1,0,0,0,0,0,0,0,0
376,112,116,114,4,Bayside Solutions,3.1,"Sunnyvale, CA","Pleasanton, CA",1,0,0,0,0,0,1,0,0
377,112,116,114,4,Evolve Vacation Rental,3.5,"Denver, CO","Denver, CO",1,0,0,0,0,0,0,0,0
378,112,116,114,4,AgreeYa Solutions,3.8,"Thousand Oaks, CA","Folsom, CA",1,0,0,0,0,0,0,0,0
379,112,116,114,4,Carolina Power & Light Co,3.7,"McLean, VA","Raleigh, NC",1,0,0,0,0,0,0,0,1
380,112,116,114,4,Central California Alliance for Health,3.5,"Scotts Valley, CA","Scotts Valley, CA",0,0,0,0,0,0,1,0,0
381,112,116,114,4,MassMutual,3.7,"Boston, MA","Springfield, MA",0,0,0,0,0,0,0,0,1
382,112,116,114,4,"New Iron Group, Inc.",5.0,"Boston, MA","Austin, TX",1,1,0,0,0,0,0,0,0
383,112,116,114,4,Travelers,4.0,"Hartford, CT","Hartford, CT",1,0,0,0,0,0,0,0,1
384,112,116,114,4,Twitch,3.6,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,1,0,0
385,110,163,136,53,Klaviyo,4.8,"Boston, MA","Boston, MA",0,0,0,0,0,0,0,0,0
386,110,163,136,53,GutCheck,3.8,"Denver, CO","Denver, CO",0,0,0,0,0,0,0,0,0
387,110,163,136,53,Biogen,3.6,"Cambridge, MA","Cambridge, MA",0,0,0,0,0,0,0,0,0
388,110,163,136,53,HireAi,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,1,0,0
389,110,163,136,53,HireAi,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,1,0,0
390,110,163,136,53,Tempus Labs,3.3,"Redwood City, CA","Chicago, IL",1,1,1,0,0,0,0,0,0
391,110,163,136,53,Mentor Graphics,4.1,"Fremont, CA","Wilsonville, OR",1,1,0,0,0,0,0,0,0
392,110,163,136,53,WCG (WIRB-Copernicus Group),3.6,"Hamilton, NJ","Princeton, NJ",0,0,0,0,0,1,0,1,0
393,110,163,136,53,Kingfisher Systems,4.5,"Falls Church, VA","Falls Church, VA",1,0,0,0,0,0,0,0,0
394,110,163,136,53,Tempus Labs,3.3,"Chicago, IL","Chicago, IL",0,1,1,0,0,0,0,0,0
395,110,163,136,53,Liberty Mutual Insurance,3.4,"Indianapolis, IN","Boston, MA",1,0,0,0,0,0,0,0,0
396,110,163,136,53,Visionary Integration Professionals,4.3,"Washington, DC","Folsom, CA",0,0,0,0,0,0,0,0,0
397,110,163,136,53,Maxar Technologies,3.5,"Herndon, VA","Westminster, CO",1,0,0,0,0,0,0,0,0
398,110,163,136,53,Dynetics,4.0,"Huntsville, AL","Huntsville, AL",1,0,0,0,0,0,0,0,0
399,110,163,136,53,Systems & Technology Research,4.5,"Woburn, MA","Woburn, MA",0,0,0,0,0,0,0,0,0
400,110,163,136,53,Novetta,4.5,"Herndon, VA","Mc Lean, VA",1,0,0,0,0,0,0,0,0
401,110,163,136,53,Navy Federal Credit Union,3.9,"Merrifield, VA","Vienna, VA",0,0,0,0,0,1,1,1,0
402,110,163,136,53,Exact Sciences Corporation,4.0,"Madison, WI","Madison, WI",0,0,0,0,0,0,0,0,0
403,110,163,136,53,Community Behavioral Health,3.6,"Philadelphia, PA","Phila, PA",0,0,0,0,0,0,1,1,0
404,110,163,136,53,Reynolds American,3.3,"Winston-Salem, NC","Winston-Salem, NC",0,0,0,0,0,0,0,0,0
405,110,163,136,53,LifeOmic,5.0,"Raleigh, NC","Indianapolis, IN",0,1,1,0,0,0,0,0,0
406,124,198,161,74,Twitter,4.1,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
407,124,198,161,74,Postmates - Corporate HQ,3.2,"San Francisco, CA","San Francisco, CA",1,1,1,0,0,0,0,0,0
408,124,198,161,74,"Visionist, Inc.",4.9,"Columbia, MD","Columbia, MD",1,1,0,0,0,0,1,0,0
409,124,198,161,74,Navio,0.0,"San Mateo, CA","Half Moon Bay, CA",0,0,0,0,0,0,0,0,0
410,124,198,161,74,Concerto HealthAI,3.3,"Boston, MA","Boston, MA",1,0,0,0,0,0,0,0,0
411,124,198,161,74,Evolvinc,0.0,"Burbank, CA","Los Angeles, CA",1,1,0,0,0,0,0,0,1
412,124,198,161,74,PROPRIUS,5.0,"Sunnyvale, CA","London, United Kingdom",1,0,0,0,0,0,1,0,1
413,124,198,161,74,TECHNOCRAFT Solutions,3.4,"San Ramon, CA","Hilliard, OH",1,0,0,0,0,0,0,0,1
414,124,198,161,74,"Latitude, Inc.",4.1,"Washington, DC","Hanover, MD",1,0,0,0,0,0,1,0,0
415,124,198,161,74,Royce Geospatial,5.0,"Springfield, VA","Arlington, VA",1,0,0,0,0,0,0,0,1
416,124,198,161,74,CyberCoders,4.2,"Phoenix, AZ","Irvine, CA",1,0,0,0,0,0,0,0,0
417,124,198,161,74,Booz Allen Hamilton Inc.,3.7,"Oxnard, CA","Mc Lean, VA",1,0,0,0,0,0,1,0,1
418,124,198,161,74,Burns & McDonnell,3.8,"Kansas City, MO","Kansas City, MO",1,0,0,0,0,0,0,0,0
419,124,198,161,74,InvenTech Info,4.8,"Jersey City, NJ","Bengaluru, India",1,0,0,0,0,0,0,0,0
420,124,198,161,74,Robert Half,3.5,"Manchester, NH","Menlo Park, CA",1,0,0,0,0,0,0,0,0
421,124,198,161,74,GreatAmerica Financial Services,4.6,"Cedar Rapids, IA","Cedar Rapids, IA",0,0,0,0,0,0,1,0,0
422,124,198,161,74,Conflux Systems Inc.,4.5,"Winters, TX","Alpharetta, GA",1,0,0,0,0,0,0,0,0
423,124,198,161,74,Criteo,3.9,"Ann Arbor, MI","Paris, France",1,1,0,0,0,0,0,0,1
424,124,198,161,74,Voice,3.4,"Brooklyn, NY","Brooklyn, NY",1,0,0,0,0,0,0,0,0
425,124,198,161,74,Microagility,0.0,"New York, NY","Princeton, NJ",0,0,0,0,0,0,0,0,0
426,124,198,161,74,Coverent,4.1,"McLean, VA","McLean, VA",1,0,0,0,0,0,0,0,0
427,79,133,106,54,Via Transportation,3.7,"New York, NY","New York, NY",1,0,0,0,0,0,1,0,0
428,79,133,106,54,Benson Hill,3.5,"Saint Louis, MO","Saint Louis, MO",1,0,0,0,0,0,0,0,1
429,79,133,106,54,"Conch Technologies, Inc",4.6,"Concord, CA","Memphis, TN",0,0,0,0,0,0,0,0,0
430,79,133,106,54,Falcon IT & Staffing Solutions,0.0,"Fort Belvoir, VA","Washington, DC",1,0,0,0,0,0,0,0,0
431,79,133,106,54,"Rainmaker Resources, LLC",0.0,"Cincinnati, OH","Cincinnati, OH",0,0,0,0,0,0,0,0,1
432,79,133,106,54,Rocket Lawyer,4.4,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,1
433,79,133,106,54,DataLab USA,3.6,"Germantown, MD","Germantown, MD",1,0,0,0,0,0,1,0,0
434,79,133,106,54,Werner Enterprises Inc,3.1,"Omaha, NE","Omaha, NE",0,0,0,0,0,0,0,0,0
435,79,133,106,54,PeopleCom,5.0,"McLean, VA","Reston, VA",1,0,0,0,0,0,0,0,0
436,79,133,106,54,VANTA Partners,5.0,"Open Fork, VA","Clifton Park, NY",1,1,0,0,0,0,0,0,0
437,79,133,106,54,B4Corp,0.0,"Reston, VA","Leesburg, VA",1,0,0,0,0,0,0,0,0
438,79,133,106,54,"Blue Icy Water, LLC",0.0,United States,"Livonia, MI",0,0,0,0,0,0,0,0,0
439,79,133,106,54,"Farmer's Business Network, Inc.",3.5,"San Carlos, CA","San Carlos, CA",1,0,0,0,0,0,0,0,1
440,79,133,106,54,Sonde Health,0.0,"Boston, MA","Boston, MA",1,0,0,0,0,0,0,0,0
441,79,133,106,54,Maxiom,5.0,"Ashburn, VA","Ashburn, VA",1,0,0,0,0,0,1,0,0
442,79,133,106,54,Change Healthcare,2.7,"Lombard, IL","Nashville, TN",0,0,0,0,0,0,0,0,0
443,79,133,106,54,DCS Corp,4.1,"Hampton, VA","Alexandria, VA",1,0,0,0,0,0,0,0,1
444,79,133,106,54,Hive (CA),2.1,"San Francisco, CA","Los Angeles, CA",1,0,0,0,0,0,0,0,0
445,79,133,106,54,Jane Street,4.8,"New York, NY","New York, NY",0,1,1,0,0,0,0,0,0
446,69,116,92,47,Envision LLC,4.5,"Saint Louis, MO","Saint Louis, MO",1,0,0,0,0,0,0,0,0
447,69,116,92,47,Autodesk,4.0,"San Francisco, CA","San Rafael, CA",1,0,0,0,0,0,0,0,1
448,69,116,92,47,Hackensack Meridian Health,3.3,"Edison, NJ","Edison, NJ",1,0,0,0,0,0,1,1,0
449,69,116,92,47,Novartis,3.9,"Cambridge, MA","Basel, Switzerland",0,0,0,0,0,0,0,0,0
450,69,116,92,47,Net2Source Inc.,3.2,"Alpharetta, GA","Somerset, NJ",1,0,0,0,0,0,0,0,0
451,69,116,92,47,The Trade Desk,3.2,"Boulder, CO","Ventura, CA",1,0,0,0,0,0,0,0,1
452,69,116,92,47,IBM,3.7,"Atlanta, GA","Armonk, NY",1,0,0,0,0,0,0,0,0
453,69,116,92,47,Knowesis Inc.,4.4,"Falls Church, VA","Fairfax, VA",1,0,0,0,0,0,1,0,0
454,69,116,92,47,MoTek Technologies,3.1,"Mountain View, CA","San Jose, CA",1,0,0,0,0,0,0,0,0
455,69,116,92,47,The Davey Tree Expert Company,3.3,"Kent, OH","Kent, OH",1,0,0,0,0,0,0,0,0
456,69,116,92,47,HPOne,3.5,"Trumbull, CT","Trumbull, CT",1,0,0,0,0,0,1,0,0
457,69,116,92,47,Stride Search,0.0,"San Francisco, CA","Westlake Village, CA",1,0,0,0,0,0,0,0,0
458,69,116,92,47,Software Engineering Institute,2.6,"Pittsburgh, PA","Pittsburgh, PA",1,1,1,0,0,0,0,0,0
459,69,116,92,47,Blue Cloak LLC,0.0,"Sterling, VA","Sterling, VA",1,1,0,0,0,0,1,0,0
460,69,116,92,47,TBWA\Chiat\Day,2.7,"New York, NY","New York, NY",1,0,0,0,0,0,1,1,0
461,69,116,92,47,ThreeBridge Solutions,3.5,"Alpharetta, GA","Minneapolis, MN",1,1,0,0,0,0,0,0,0
462,69,116,92,47,"Numeric, LLC",3.2,"Philadelphia, PA","Chadds Ford, PA",1,0,0,0,0,0,0,0,1
463,69,116,92,47,Dermalogica,3.8,"Carson, CA","Carson, CA",1,0,0,0,0,0,1,0,0
464,69,116,92,47,Centraprise,4.2,"Foster City, CA","Edison, NJ",1,0,0,0,0,0,0,0,0
465,69,116,92,47,TechProjects,4.8,"New York, NY","North Brunswick, NJ",1,0,0,0,0,1,1,0,0
466,69,116,92,47,DW Simpson,4.2,"Frederick, MD","Chicago, IL",1,0,0,0,0,0,1,0,0
467,31,56,43,25,Tempus Labs,3.3,"Chicago, IL","Chicago, IL",1,1,1,0,0,0,0,0,0
468,31,56,43,25,Grid Dynamics,4.0,"Santa Clara, CA","San Ramon, CA",1,0,0,0,0,0,1,0,1
469,31,56,43,25,7Park Data,3.9,"New York, NY","New York, NY",1,0,0,0,0,1,0,0,0
470,31,56,43,25,Protolabs,3.7,"Maple Plain, MN","Maple Plain, MN",0,0,0,0,0,0,0,0,0
471,31,56,43,25,LinQuest,3.9,"Colorado Springs, CO","Los Angeles, CA",1,0,0,0,0,0,1,1,0
472,31,56,43,25,Western Digital,3.5,"San Jose, CA","San Jose, CA",1,0,0,0,0,0,0,0,0
473,31,56,43,25,Trexquant Investment,4.0,United States,"Stamford, CT",1,0,0,0,0,0,0,0,0
474,31,56,43,25,Ameritas Life Insurance Corp,3.0,"Cincinnati, OH","Lincoln, NE",0,0,0,0,0,0,0,0,0
475,31,56,43,25,Fleetcor,3.7,"Atlanta, GA","Atlanta, GA",1,0,0,0,0,0,1,0,0
476,31,56,43,25,Radiant Digital,4.5,"Washington, DC","New York, NY",1,0,0,0,0,0,0,0,0
477,31,56,43,25,Child Care Aware of America,2.8,"Arlington, VA","Arlington, VA",1,0,0,0,0,0,0,0,0
478,31,56,43,25,IntelliPro Group Inc.,4.1,"Santa Clara, CA","Santa Clara, CA",1,0,0,0,0,0,0,0,0
479,31,56,43,25,Quest Integrity,2.9,"Tulsa, OK","Kent, WA",0,0,0,0,0,0,0,0,0
480,31,56,43,25,Praxis Engineering,4.7,"Chantilly, VA","Annapolis Junction, MD",0,0,0,0,0,0,0,0,1
481,31,56,43,25,USI,3.4,"Southfield, MI","Saint Paul, MN",1,0,0,0,0,0,0,1,0
482,31,56,43,25,Apex Systems,3.9,"San Francisco, CA","Glen Allen, VA",0,0,0,0,0,0,0,0,0
483,31,56,43,25,"Pragmatics, Inc.",2.9,United States,"Reston, VA",1,0,0,0,0,0,0,0,0
484,31,56,43,25,Johns Hopkins University Applied Physics Laboratory,4.5,"Laurel, MD","Laurel, MD",0,0,0,0,0,0,0,0,0
485,31,56,43,25,Cambridge Mobile Telematics,4.9,"Cambridge, MA","Cambridge, MA",1,0,0,0,0,0,0,0,0
486,31,56,43,25,Phoenix Operations Group,5.0,"Annapolis Junction, MD","Woodbine, MD",1,0,0,0,0,0,0,0,1
487,95,119,107,24,Tempus Labs,3.3,"Redwood City, CA","Chicago, IL",1,0,0,0,0,0,0,0,0
488,95,119,107,24,The Knot Worldwide,3.5,"Washington, DC","Chevy Chase, MD",1,0,0,0,0,0,0,0,0
489,95,119,107,24,Crossover Health,3.5,"San Clemente, CA","Aliso Viejo, CA",1,0,0,0,0,0,1,0,1
490,95,119,107,24,Lorven Technologies Inc,4.0,"New York, NY","Plainsboro, NJ",1,0,0,0,0,0,0,0,0
491,95,119,107,24,Nolij Consulting,3.9,"Falls Church, VA","Vienna, VA",1,0,0,0,0,0,1,0,0
492,95,119,107,24,Dice.com,3.4,"Newton, MA","Denver, CO",1,1,1,0,0,0,0,0,0
493,95,119,107,24,Gap Inc.,3.5,"San Francisco, CA","San Francisco, CA",1,1,0,0,0,0,0,0,1
494,95,119,107,24,"Tygart Technology, Inc",4.7,"Washington, DC","Fairmont, WV",1,0,0,0,0,0,0,0,1
495,95,119,107,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
496,95,119,107,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
497,95,119,107,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
498,95,119,107,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
499,95,119,107,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
500,95,119,107,24,Hatch Data Inc,0.0,"San Francisco, CA","San Francisco, CA",1,0,0,0,0,0,0,0,0
501,95,119,107,24,Murray Resources,4.6,"The Woodlands, TX","Houston, TX",1,0,0,0,0,0,1,0,0
502,95,119,107,24,New York Technology Partners,4.0,"Seattle, WA","Jersey City, NJ",1,0,0,0,0,0,0,0,0
